Token	Tag
respecting	Eng
not	Eng
just	Eng
others	Eng
but	Eng
ourselves	Eng
.	Punct
Don	Eng
’	Punct
t	Eng
let	Eng
someone	Eng
say	Eng
that	Eng
to	Eng
you	Eng
and	Eng
be	Eng
ok	Eng
with	Eng
it	Eng
smh	Eng
THIS	Eng
THIS	Eng
THIS	Eng
.	Punct
she	Eng
’	Punct
s	Eng
saying	Eng
it	Eng
’	Punct
s	Eng
used	Eng
against	Eng
all	Eng
latinos	Spn
bc	Eng
people	Eng
just	Eng
assume	Eng
all	Eng
latinos	Spn
are	Eng
mexicans	Eng
she	Eng
’	Punct
s	Eng
not	Eng
saying	Eng
all	Eng
latinos	Spn
can	Eng
say	Eng
it	Eng
tho	Eng
.	Punct
understand	Eng
!	Punct
!	Punct
!	Punct
bro	Spn
“	Punct
the	Eng
race	Eng
that	Eng
doesn	Eng
’	Punct
t	Eng
complain	Eng
”	Punct
is	Eng
the	Eng
perfect	Eng
way	Eng
to	Eng
say	Eng
it	Eng
.	Punct
we	Eng
have	Eng
to	Eng
be	Eng
better	Eng
than	Eng
those	Eng
before	Eng
us	Eng
.	Punct
The	Eng
“	Punct
all	Eng
Latinos	Spn
are	Eng
assumed	Eng
Mexicans	Eng
”	Punct
is	Eng
very	Eng
TRUE	Eng
!	Punct
Whenever	Eng
I	Eng
say	Eng
I	Eng
’	Punct
m	Eng
Afrolatina	Eng
and	Eng
say	Eng
my	Eng
dad	Eng
’	Punct
s	Eng
side	Eng
is	Eng
Latinx	Eng
they	Eng
often	Eng
assume	Eng
Mexican	Spn
.	Punct
No	Spn
one	Eng
is	Eng
gonna	Eng
take	Eng
our	Eng
community	Eng
seriously	Eng
until	Eng
our	Eng
own	Eng
community	Eng
starts	Eng
doing	Eng
it	Eng
:	Punct
(	Punct
the	Eng
words	Eng
Hispanic	Eng
and	Eng
Latinx	Eng
are	Eng
mixed	Eng
up	Eng
a	Eng
lot	Eng
and	Eng
for	Eng
those	Eng
who	Eng
don	Eng
’	Punct
t	Eng
know	Eng
Hispanics	Eng
are	Eng
people	Eng
that	Eng
are	Eng
from	Eng
Spanish	Eng
speaking	Eng
country	Eng
Latinx	Eng
are	Eng
+	Punct
it	Eng
’	Punct
s	Eng
only	Eng
for	Eng
mexicans	Eng
:	Punct
)	Punct
Ive	Eng
been	Eng
saying	Eng
this	Eng
for	Eng
a	Eng
while	Eng
now	Eng
.	Punct
The	Eng
close	Eng
minded	Eng
&	Punct
hatred	Eng
that	Eng
comes	Eng
from	Eng
the	Eng
latinx	Eng
community	Eng
against	Eng
its	Eng
own	Eng
but	Eng
still	Eng
against	Eng
others	Eng
is	Eng
our	Eng
—	Punct
My	Eng
best	Eng
friend	Eng
is	Eng
Mexican	Spn
and	Eng
I	Eng
’	Punct
m	Eng
black	Eng
I	Eng
love	Eng
y	Spn
’	Punct
all	Eng
too	Eng
much	Eng
to	Eng
not	Eng
defend	Eng
y	Spn
’	Punct
all	Eng
💜	Punct
💜	Punct
You	Eng
said	Eng
it	Eng
amor	Spn
!	Punct
!	Punct
!	Punct
Agree	Eng
with	Eng
you	Eng
You	Eng
are	Eng
such	Eng
a	Eng
wise	Eng
an	Eng
eloquent	Eng
young	Eng
lady	Eng
.	Punct
Thank	Eng
you	Eng
🙏	Punct
i	Eng
dont	Eng
get	Eng
it	Eng
!	Punct
!	Punct
and	Eng
no	Spn
ones	Eng
explained	Eng
it	Eng
to	Eng
me	Eng
why	Eng
can	Eng
only	Eng
mexicans	Eng
say	Eng
it	Eng
?	Punct
?	Punct
THANK	Eng
U	Eng
FOR	Eng
EXPLAINING	Eng
IT	Eng
SO	Eng
PERFECTLY	Eng
Genuine	Eng
question	Eng
is	Eng
it	Eng
just	Eng
Hispanic	Eng
or	Eng
Latinos	Spn
as	Eng
well	Eng
cause	Eng
they	Eng
aren	Eng
’	Punct
t	Eng
the	Eng
same	Eng
thing	Eng
-	Punct
us	Eng
?	Punct
girl	Eng
i	Eng
wasn	Eng
’	Punct
t	Eng
born	Eng
in	Eng
this	Eng
country	Eng
🧍	Punct
🏻	Punct
Plz	Eng
tag	Eng
me	Eng
in	Eng
the	Eng
sound	Eng
btw	Eng
congratulations	Eng
on	Eng
ya	Spn
3	Num
minutes	Eng
.	Punct
anyways	Eng
i	Eng
'	Punct
m	Eng
sorry	Eng
that	Eng
people	Eng
don	Eng
'	Punct
t	Eng
understand	Eng
that	Eng
is	Eng
wrong	Eng
.	Punct
🥺	Punct
😭	Punct
😭	Punct
it	Eng
'	Punct
s	Eng
not	Eng
right	Eng
.	Punct
&	Punct
yes	Eng
i	Eng
understand	Eng
ya	Spn
Never	Eng
seen	Eng
anyone	Eng
offended	Eng
by	Eng
that	Eng
before	Eng
tbh	Eng
periodt	Eng
yessss	Eng
thank	Eng
you	Eng
niña	Spn
!	Punct
Mexican	Spn
46	Num
yo	Spn
here	Eng
.	Punct
fear	Eng
is	Eng
so	Eng
strong	Eng
that	Eng
people	Eng
try	Eng
to	Eng
minimize	Eng
to	Eng
stay	Eng
"Punct	O	N/A	N/A	N/A	N/A
comfortable	Eng	O	66.19	40.12	-0.8	65.39"	Punct
but	Eng
is	Eng
not	Eng
comfortable	Eng
!	Punct
is	Eng
painful	Eng
!	Punct
AMAZING	Eng
👍	Punct
🏼	Punct
👍	Punct
🏼	Punct
Preach	Eng
Your	Eng
no	Spn
sabo	Spn
bf	Eng
*	Punct
😂	Punct
🤦	Punct
🏻	Punct
‍	Punct
♂	Punct
️	Punct
“	Punct
WHAT	Eng
?	Punct
”	Punct
😭	Punct
😭	Punct
🤣	Punct
“	Punct
Why	Eng
is	Eng
your	Eng
dad	Eng
looking	Eng
at	Eng
me	Eng
like	Eng
that	Eng
”	Punct
🤣	Punct
🤣	Punct
😭	Punct
IM	Eng
ROLLINH	Eng
He	Eng
won	Eng
’	Punct
t	Eng
eat	Eng
the	Eng
mamas	Spn
food	Eng
?	Punct
😡	Punct
🤜	Punct
🏽	Punct
nun	Spn
major	Eng
😂	Punct
Bro	Spn
not	Eng
the	Eng
shoreline	Eng
mafia	Eng
😭	Punct
Not	Eng
the	Eng
hit	Eng
and	Eng
quit	Eng
😂	Punct
😂	Punct
😂	Punct
Hi	Eng
Brooo	Eng
the	Eng
jacket	Eng
😈	Punct
Song	Eng
?	Punct
Second	Eng
pin	Eng
Lmaoo	Eng
😂	Punct
😂	Punct
“	Punct
hit	Eng
n	Eng
quit	Eng
”	Punct
ima	Spn
b	Eng
scared	Eng
to	Eng
😂	Punct
just	Eng
like	Eng
Abt	Eng
the	Eng
school	Eng
and	Eng
job	Eng
This	Eng
gon	Eng
be	Eng
me	Eng
😔	Punct
😭	Punct
hi	Eng
did	Eng
anyone	Eng
heard	Eng
novia	Spn
😂	Punct
not	Eng
novio	Spn
what	Eng
’	Punct
s	Eng
the	Eng
song	Eng
called	Eng
what	Eng
is	Eng
the	Eng
song	Eng
called	Eng
@	Punct
dygxffy9mog8	Eng
good	Eng
thing	Eng
my	Eng
dad	Eng
speaks	Eng
both	Eng
and	Eng
my	Eng
mom	Eng
speaks	Eng
Spanish	Eng
and	Eng
a	Eng
bit	Eng
of	Eng
English	Eng
😌	Punct
@	Punct
Carmen	Spn
🤍	Punct
I	Eng
don	Eng
’	Punct
t	Eng
know	Eng
Spanish	Eng
😢	Punct
😢	Punct
Como	Spn
esta	Spn
compa	Spn
😭	Punct
@	Punct
vaaaaleriaaaa	Spn
.	Punct
_	Spn
“	Punct
soy	Spn
el	Spn
novia	Spn
”	Punct
@	Punct
yasmin	Eng
.	Punct
nunez478	Spn
me	Spn
@	Punct
diegoalcantar30	Spn
ur	Eng
no	Spn
sabo	Spn
@	Punct
al1zeee	Eng
me	Eng
hi	Eng
first	Eng
love	Eng
your	Eng
content	Eng
😭	Punct
😭	Punct
😭	Punct
lmao	Spn
!	Punct
!	Punct
Where	Eng
u	Eng
get	Eng
the	Eng
modelo	Spn
ball	Eng
?	Punct
Carlton	Eng
😳	Punct
I	Eng
found	Eng
my	Eng
blaxican	Eng
brother	Eng
!	Punct
jaja	Spn
no	Spn
manches	Spn
!	Punct
!	Punct
😂	Punct
early	Eng
I	Eng
relate	Eng
Bro	Spn
ong	Eng
Feel	Eng
this	Eng
rh	Eng
i	Eng
have	Eng
the	Eng
same	Eng
model	Eng
ball	Eng
as	Eng
you	Eng
cuh	Eng
yo	Spn
bro	Spn
i	Eng
just	Eng
bought	Eng
the	Eng
same	Eng
ball	Eng
at	Eng
walmart	Eng
today	Eng
😂	Punct
😂	Punct
lmao	Spn
I	Eng
have	Eng
that	Eng
modelo	Spn
ball	Eng
I	Eng
have	Eng
the	Eng
same	Eng
ball	Eng
we	Eng
'	Punct
ve	Eng
been	Eng
trying	Eng
to	Eng
reach	Eng
u	Eng
about	Eng
ur	Eng
cars	Eng
extended	Eng
warranty	Eng
i	Eng
lived	Eng
in	Eng
Mexico	Spn
for	Eng
almost	Eng
2	Num
years	Eng
and	Eng
I	Eng
wanna	Eng
go	Eng
back	Eng
already	Eng
I	Eng
don	Eng
'	Punct
t	Eng
like	Eng
the	Eng
US	Eng
tbh	Eng
I	Eng
got	Eng
that	Eng
same	Eng
ball	Eng
bro	Spn
it	Eng
’	Punct
s	Eng
Modelo	Spn
time	Eng
foo	Eng
just	Eng
got	Eng
back	Eng
from	Eng
PR	Eng
from	Eng
a	Eng
week	Eng
of	Eng
visiting	Eng
family	Eng
and	Eng
my	Eng
entires	Spn
girl	Eng
swears	Eng
I	Eng
have	Eng
a	Eng
accent	Eng
😂	Punct
😂	Punct
😂	Punct
😂	Punct
😂	Punct
💀	Punct
😂	Punct
😂	Punct
😂	Punct
😂	Punct
🥰	Punct
🥰	Punct
😍	Punct
😍	Punct
😍	Punct
@	Punct
Avalos	Spn
😭	Punct
😭	Punct
Bruh	Eng
I	Eng
know	Eng
Spanish	Eng
100	Num
%	Punct
and	Eng
that	Eng
’	Punct
s	Eng
my	Eng
first	Eng
language	Eng
but	Eng
I	Eng
would	Eng
still	Eng
get	Eng
confuse	Eng
with	Eng
lonjas	Spn
and	Eng
lungs	Eng
😂	Punct
😂	Punct
😭	Punct
U	Eng
gotta	Eng
do	Eng
“	Punct
how	Eng
Do	Eng
u	Eng
say	Eng
embarrassed	Eng
in	Eng
Spanish	Eng
(	Punct
estoy	Spn
embarassado	Spn
)	Punct
”	Punct
😂	Punct
😂	Punct
😂	Punct
😂	Punct
Nice	Eng
phone	Eng
case	Eng
Mans	Eng
a	Eng
genius	Eng
whose	Eng
the	Eng
cutie	Eng
on	Eng
your	Eng
pfp	Eng
?	Punct
OMG	Eng
I	Eng
SAY	Eng
QUE	Spn
INSTAID	Eng
OF	Eng
MANDE	Spn
NOO	Eng
BECUAE	Eng
BEFORE	Eng
HE	Eng
DAID	Eng
LONGAS	Eng
I	Eng
SAID	Eng
ITT	Eng
💀	Punct
💀	Punct
My	Eng
mom	Eng
told	Eng
“	Punct
se	Spn
dice	Spn
mande	Spn
”	Punct
and	Eng
I	Eng
’	Punct
ve	Eng
never	Eng
responded	Eng
“	Punct
Que	Spn
”	Punct
to	Eng
anybody	Eng
ever	Eng
again	Eng
😂	Punct
I	Eng
said	Eng
longas	Eng
too	Eng
😭	Punct
💀	Punct
lmao	Spn
😂	Punct
😭	Punct
@	Punct
isaiahr_224	Spn
guess	Eng
he	Eng
'	Punct
s	Eng
not	Eng
on	Eng
dualingo	Spn
😂	Punct
bro	Spn
u	Eng
looking	Eng
a	Eng
lil	Eng
to	Eng
cute	Eng
lately	Eng
😜	Punct
😂	Punct
😭	Punct
I	Eng
said	Eng
that	Eng
toooo	Eng
@	Punct
dayana	Spn
.	Punct
baeza	Spn
ultimate	Eng
test	Eng
@	Punct
itsss_mar1	Eng
I	Eng
be	Eng
like	Eng
this	Eng
this	Eng
is	Eng
me	Eng
Fr	Eng
😂	Punct
😂	Punct
😂	Punct
That	Eng
'	Punct
s	Eng
me	Eng
Yes	Eng
lol	Eng
my	Eng
brother	Eng
😂	Punct
😂	Punct
😂	Punct
😂	Punct
I	Eng
’	Punct
ve	Eng
heard	Eng
Mande	Spn
before	Eng
but	Eng
I	Eng
never	Eng
knew	Eng
what	Eng
it	Eng
was	Eng
since	Eng
in	Eng
Colombia	Spn
they	Eng
never	Eng
say	Eng
it	Eng
First	Eng
one	Eng
Me	Eng
sayin	Eng
zanananoria	Spn
💀	Punct
I	Eng
used	Eng
to	Eng
have	Eng
the	Eng
case	Eng
but	Eng
in	Eng
black	Eng
😭	Punct
bro	Spn
I	Eng
said	Eng
that	Eng
once	Eng
my	Eng
whole	Eng
family	Eng
makes	Eng
fun	Eng
of	Eng
of	Eng
me	Eng
because	Eng
of	Eng
that	Eng
Bro	Spn
said	Eng
yo	Spn
no	Spn
sabo	Spn
💀	Punct
💀	Punct
BRO	Spn
I	Eng
REALLY	Eng
SAID	Eng
LONJAS	Spn
TOO	Eng
💀	Punct
💀	Punct
😱	Punct
The	Eng
end	Eng
🤣	Punct
🤣	Punct
The	Eng
glow	Eng
up	Eng
has	Eng
started	Eng
😂	Punct
And	Eng
just	Eng
like	Eng
that	Eng
he	Eng
’	Punct
s	Eng
turned	Eng
into	Eng
the	Eng
best	Eng
life	Eng
he	Eng
could	Eng
live	Eng
third	Eng
🤘	Punct
🏼	Punct
That	Eng
end	Eng
🤣	Punct
LMAOOO	Eng
Not	Eng
the	Eng
water	Eng
😭	Punct
that	Eng
shii	Eng
is	Eng
so	Eng
TRUE	Eng
Not	Eng
the	Eng
“	Punct
I	Eng
got	Eng
the	Eng
whole	Eng
block	Eng
on	Eng
me	Eng
they	Eng
really	Eng
don	Eng
’	Punct
t	Eng
wanna	Eng
mess	Eng
wit	Eng
me	Eng
”	Punct
😭	Punct
😭	Punct
El	Spn
grito	Spn
at	Eng
the	Eng
end	Eng
got	Eng
me	Eng
dead	Eng
💀	Punct
…	Punct
@	Punct
itzzmayela	Spn
@	Punct
erikaaxxr	Spn
@	Punct
xkathy	Eng
.	Punct
rojasxexe	Spn
𝚝𝚑𝚎	Eng
end	Eng
🤣	Punct
🤣	Punct
25th	Eng
love	Eng
the	Eng
series	Eng
Not	Eng
chalino	Spn
in	Eng
the	Eng
background	Eng
😂	Punct
😂	Punct
Hi	Eng
LMAO	Spn
THE	Eng
END	Eng
💓	Punct
😭	Punct
😭	Punct
😭	Punct
💀	Punct
💀	Punct
💀	Punct
@	Punct
iiloveetoosii4	Spn
ur	Eng
family	Eng
to	Eng
abram	Eng
@	Punct
dygxffy9mog8	Eng
same	Eng
for	Eng
my	Eng
uncles	Eng
and	Eng
aunties	Eng
and	Eng
cousins	Eng
but	Eng
be	Eng
careful	Eng
with	Eng
my	Eng
older	Eng
cousins	Eng
tho	Eng
Yu	Spn
can	Eng
'	Punct
t	Eng
hang	Eng
😂	Punct
🤷	Punct
🏽	Punct
‍	Punct
♂	Punct
️	Punct
EARLY	Eng
🙌	Punct
🏻	Punct
🙌	Punct
🏻	Punct
The	Eng
end	Eng
😭	Punct
😭	Punct
😭	Punct
😭	Punct
😂	Punct
😂	Punct
😂	Punct
😂	Punct
😂	Punct
😂	Punct
😂	Punct
😂	Punct
@	Punct
heartsforalexis_	Eng
.	Punct
0	Num
😂	Punct
😂	Punct
so	Eng
I	Eng
can	Eng
'	Punct
t	Eng
be	Eng
the	Eng
only	Eng
one	Eng
who	Eng
doesn	Eng
'	Punct
t	Eng
understand	Eng
what	Eng
'	Punct
s	Eng
wrong	Eng
with	Eng
guantes	Spn
right	Eng
?	Punct
?	Punct
I	Eng
had	Eng
asked	Eng
some	Eng
no	Spn
sabo	Spn
kid	Eng
and	Eng
he	Eng
said	Eng
globo	Spn
El	Spn
Glovos	Spn
.	Punct
it	Eng
'	Punct
s	Eng
not	Eng
hard	Eng
.	Punct
glove	Eng
?	Punct
Victor	Spn
Ortiz	Spn
living	Eng
his	Eng
best	Eng
life	Eng
after	Eng
🥊	Punct
retirement	Eng
.	Punct
My	Eng
boy	Eng
saving	Eng
no	Spn
sabo	Spn
kids	Eng
life	Eng
’	Punct
s	Eng
😂	Punct
I	Eng
already	Eng
know	Eng
why	Eng
lol	Eng
Want	Eng
this	Eng
?	Punct
Fr	Eng
😂	Punct
Or	Eng
embarrassed	Eng
😳	Punct
It	Eng
sounds	Eng
like	Eng
embarazado	Spn
😂	Punct
I	Eng
'	Punct
m	Eng
not	Eng
a	Eng
no	Spn
sabo	Spn
but	Eng
i	Eng
fell	Eng
for	Eng
it	Eng
I	Eng
heard	Eng
this	Eng
10x	Spn
and	Eng
I	Eng
still	Eng
don	Eng
'	Punct
t	Eng
know	Eng
what	Eng
your	Eng
trying	Eng
to	Eng
say	Eng
.	Punct
.	Punct
glove	Eng
?	Punct
?	Punct
Guan	Spn
yes	Eng
cereal	Eng
.	Punct
What	Eng
’	Punct
s	Eng
wrong	Eng
with	Eng
that	Eng
Too	Eng
late	Eng
😔	Punct
Y	Spn
’	Punct
all	Eng
know	Eng
how	Eng
to	Eng
say	Eng
Japan	Eng
in	Eng
Spanish	Eng
and	Eng
japan	Eng
Only	Eng
makes	Eng
sense	Eng
to	Eng
people	Eng
who	Eng
don	Eng
’	Punct
t	Eng
speak	Eng
Spanish	Eng
and	Eng
are	Eng
not	Eng
Mexican	Spn
.	Punct
Hell	Eng
nah	Eng
it	Eng
took	Eng
me	Eng
a	Eng
second	Eng
🤦	Punct
🏽	Punct
‍	Punct
♂	Punct
️	Punct
🤣	Punct
Thats	Eng
cool	Eng
and	Eng
all	Eng
but	Eng
how	Eng
do	Eng
you	Eng
say	Eng
japan	Eng
in	Eng
spanish	Eng
?	Punct
Thanks	Eng
for	Eng
the	Eng
heads	Eng
up	Eng
Is	Eng
this	Eng
victor	Spn
Ortiz	Spn
?	Punct
😳	Punct
Don	Eng
’	Punct
t	Eng
let	Eng
anyone	Eng
trick	Eng
u	Eng
with	Eng
saying	Eng
Japan	Eng
in	Eng
Spanish	Eng
.	Punct
Just	Eng
trust	Eng
me	Eng
or	Eng
japan	Eng
zamn	Eng
if	Eng
only	Eng
I	Eng
saw	Eng
this	Eng
video	Eng
a	Eng
few	Eng
months	Eng
ago	Eng
I	Eng
have	Eng
the	Eng
exact	Eng
same	Eng
hat	Eng
I	Eng
do	Eng
the	Eng
same	Eng
thing	Eng
when	Eng
I	Eng
’	Punct
m	Eng
around	Eng
my	Eng
family	Eng
not	Eng
Mexican	Spn
tho	Eng
@	Punct
crystalbenitezcha	Spn
@	Punct
alitza_777	Spn
y	Spn
’	Punct
all	Eng
Guantes	Spn
🧤	Punct
…	Punct
makes	Eng
no	Spn
joke	Eng
And	Eng
first	Eng
Is	Eng
that	Eng
south	Eng
ridge	Eng
in	Eng
Fontana	Spn
ca	Spn
?	Punct
She	Eng
said	Eng
el	Spn
mocote	Spn
I	Eng
’	Punct
m	Eng
☠	Punct
️	Punct
Since	Eng
when	Eng
is	Eng
there	Eng
a	Eng
mocote	Spn
in	Eng
the	Eng
lotería	Spn
El	Spn
mocate	Eng
😂	Punct
😂	Punct
😂	Punct
😂	Punct
well	Eng
she	Eng
did	Eng
better	Eng
than	Eng
my	Eng
kids	Eng
and	Eng
they	Eng
16	Num
&	Punct
18	Num
Not	Eng
knowing	Eng
how	Eng
to	Eng
read	Eng
is	Eng
one	Eng
thing	Eng
and	Eng
not	Eng
knowing	Eng
English	Eng
is	Eng
another	Eng
.	Punct
😚	Punct
what	Eng
a	Eng
beautiful	Eng
girl	Eng
No	Spn
sabo	Spn
kid	Eng
?	Punct
😂	Punct
😂	Punct
😂	Punct
😂	Punct
😂	Punct
😂	Punct
😂	Punct
😂	Punct
😂	Punct
super	Eng
super	Eng
make	Eng
my	Eng
day	Eng
jaja	Spn
she	Eng
'	Punct
s	Eng
so	Eng
sweet	Eng
Nice	Eng
job	Eng
sis	Eng
you	Eng
went	Eng
viral	Spn
👍	Punct
@	Punct
huesos653	Spn
@	Punct
cool	Eng
.	Punct
natii	Eng
this	Eng
y	Spn
’	Punct
all	Eng
?	Punct
she	Eng
too	Eng
cute	Eng
.	Punct
.	Punct
😂	Punct
😂	Punct
la	Spn
calabeza	Spn
!	Punct
😂	Punct
that	Eng
was	Eng
funny	Eng
.	Punct
That	Eng
’	Punct
s	Eng
how	Eng
my	Eng
niece	Eng
and	Eng
my	Eng
son	Eng
were	Eng
just	Eng
don	Eng
’	Punct
t	Eng
laugh	Eng
at	Eng
them	Eng
I	Eng
know	Eng
they	Eng
don	Eng
’	Punct
t	Eng
like	Eng
it	Eng
I	Eng
’	Punct
d	Eng
be	Eng
proud	Eng
of	Eng
her	Eng
Spanish	Eng
if	Eng
I	Eng
were	Eng
her	Eng
parents	Eng
.	Punct
Trying	Eng
is	Eng
harder	Eng
than	Eng
you	Eng
may	Eng
think	Eng
.	Punct
Nicely	Eng
done	Eng
❤	Punct
️	Punct
❤	Punct
️	Punct
❤	Punct
️	Punct
Me	Eng
asf	Eng
@	Punct
xo_joanacuevas	Spn
😂	Punct
😂	Punct
😂	Punct
@	Punct
itz_genaa	Eng
this	Eng
was	Eng
me	Eng
playing	Eng
lotería	Spn
unfortunately	Eng
😭	Punct
We	Eng
had	Eng
the	Eng
same	Eng
problem	Eng
.	Punct
so	Eng
funny	Eng
.	Punct
!	Punct
!	Punct
Omg	Eng
😂	Punct
I	Eng
love	Eng
it	Eng
it	Eng
was	Eng
funny	Eng
.	Punct
.	Punct
.	Punct
😂	Punct
jajaja	Spn
she	Eng
sounds	Eng
so	Eng
adorable	Spn
😅	Punct
😅	Punct
hahahah	Eng
so	Eng
funny	Eng
🤣	Punct
😂	Punct
🤣	Punct
😂	Punct
🤣	Punct
Chapula	Spn
got	Eng
me	Eng
🤣	Punct
🤣	Punct
🤣	Punct
😅	Punct
Too	Eng
cute	Eng
and	Eng
funny	Eng
😅	Punct
Spanish	Eng
is	Eng
Hard	Eng
i	Eng
be	Eng
saying	Eng
